,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
413,"Swim, Sun and Relax in this Bali-inspired Artist's Loft House in Austin",78745,0,333,28,71,126
414,"Modern 3-Story, Pool, Garden Living",78704,0,425,3,67,107
415,South Lamar Zilker Cottage,78704,0,99,3,233,183
416,Little Longhorn - Walk to UT/Bass Hall/ St. Davids,78705,0,155,14,24,295
417,Relax by the Pool & Spa at This Fun SoCo Oasis with Casita,78704,0,563,1,223,81
418,Just listed for SXSW!,78704,0,1100,3,0,365
419,Modern 2BR in Historic Hyde Park,78751,0,168,20,74,288
420,South Congress Dream House,78704,0,235,2,34,322
421,Private room in Northwest Hills,78731,1,100,1,8,0
422,Hamilton Pool Road Guest House,78738,0,130,2,128,343
423,"East Austin Cozy Getaway-walk to food, bars &trail",78702,0,120,3,206,132
424,Bicycle bnb in South Central Austin,78704,0,123,2,367,346
425,SXSW !!!  - Beautiful Westlake/Rollingwood Home,78746,0,1650,5,0,0
426,Central Austin Luxury Loft - Completely Private,78703,1,144,1,173,314
427,SOCO House w/ Private Outdoor Space,78704,0,450,1,1,365
428,"Tranquil Mid Century Modern Retreat, Neighbors Downtown",78746,0,1111,6,41,100
429,Delightful Hill Country Casetta,78734,1,48,1,16,0
430,Cool Off in the Pool at This Zilker Park Oasis,78704,0,545,2,143,306
431,"SPACIOUS 1BR SOCO, SCREENED PORCH",78704,0,200,2,14,352
432,1940's Hyde Park Bungalow,78751,0,165,20,64,357
433,The Maya Star Suite!,78704,0,141,2,55,89
434,Cheerful Townhome on South Congress with Pool!,78704,0,140,28,6,0
435,Downtown Austin 1 bedroom Condo,78701,0,125,30,45,283
436,ZIlker Park 1/1,78704,0,150,2,77,211
437,Curl up in the Window Seat at a Colorful Modern Treehouse,78704,0,185,3,123,330
438,Travis Heights Gem,78704,0,207,2,184,124
439,sweet light & art-filled bungalow!,78704,0,150,30,15,200
440,Bus Downtown And Walk to SoCo (REAL BED),78704,1,68,2,15,0
441,Cozy Apartment on S. Mopac Expy,78749,0,300,1,0,0
442,DOWNTOWN  • FABULOUS THREE STORY TOWNHOUSE,78703,0,204,30,39,300
443,Home Close to Downtown ATX with a Pool!,78746,0,528,2,39,118
444,Cool Art Meets South Austin,78704,0,100,90,0,316
445,Charming 3 Bedroom House Downtown,78702,0,291,7,35,0
446,Eastside Zenpalace Guest Suite,78702,1,96,2,59,311
447,2bd/2bth+whole house-3day+ONLY,78702,0,193,2,20,322
448,"Sunny, quiet eco-friendly bungalow",78745,1,106,3,10,0
449,"Quaint, Sunny Austin Studio rental",78704,0,145,2,178,163
450,The Mandarin Suite on 4th Street,78701,0,362,1,192,310
451,2-Room Suite Near Barton Springs & ACL Fest,78704,0,78,2,211,179
452,Private Studio attached to House in Cherrywood,78722,0,63,2,235,15
453,Cute 1Bed/1Bath N. Central Austin,78759,0,400,1,0,365
454,Zilker Bungalow next to Downtown & Barton Springs!,78704,0,178,2,80,0
455,The Downtown Austin Luxury Standard,78701,0,552,1,175,260
456,Relaxing retreat in Hill Country,78736,1,62,2,76,205
457,"Large Home, Small Budget, 7 Beds",78750,0,249,90,104,0
458,Southern Comfort,78704,1,100,1,2,0
459,Modern home near South Congress / Downtown,78704,0,642,2,93,267
460,"Art Oasis in East Austin, Minutes to Downtown",78702,0,244,2,129,337
461,Artist's family house,78702,0,264,2,24,0
462,Modern Garage Apt - Walk to ACL!!!,78704,0,182,7,46,59
463,Spacious 2 Story Downtown Condo,78703,0,650,3,7,0
464,Walk Everywhere in Hip E. Side + DT!,78702,0,149,2,307,89
465,"Rent the room! Fun, cute, lively place to stay!",78745,1,110,2,18,362
466,Luxurious Private Room in Condo,78704,1,305,1,0,0
467,Tonight Only!,78745,0,450,1,0,0
468,Lovely mid-century Austin home,78723,0,150,30,20,0
469,Remote Work Extended Stay #1  by AustinGetaways,78757,0,190,21,35,0
470,"Private 30 acre ranch, 15 minutes to downtown.",78736,0,1980,3,37,315
471,House Close to Everything! Great for SXSW and ACL!,78704,0,289,3,9,0
472,"Charming 2 Rm Suite in Barton Hills, South Lamar",78704,1,125,2,8,316
473,Tarrytown Condo- Enfield road,78703,0,329,1,0,365
474,Condo Formula 1 Weekend Nov. 15-17,78703,0,350,1,0,0
475,House for SXSW 1 block to green belt,78735,0,236,2,5,0
476,Furnished House in Tarrytown,78703,0,214,1,100,260
477,Private home in Steiner Ranch,78732,1,155,1,0,0
478,Historic Bungalow-Style Cottage Near Downtown,78702,0,159,2,386,89
479,Eastside Guest Studio near Lake,78702,0,80,1,717,20
480,SOCO South Congress ATX Your Modern Guest House!!,78704,0,195,1,395,167
481,Stunning downtown Austin loft,78703,0,764,2,1,0
482,Waterfront Adventure on Lake Austin,78732,0,220,2,108,349
483,Impeccable modern home,78723,0,800,14,0,358
484,Treehouse Apt. Cute Converted Attic -Deck-Comfy!,78702,0,70,30,21,76
485,Entire Apt in Central ATX,78731,0,80,1,634,268
486,Walk Downtown - Swede Hill Chalet,78702,1,80,2,22,350
487,"Good room for F1, 5minutes to metro",78745,1,150,1,0,0
488,Georgeous 2BR home in East Austin,78721,0,400,2,2,364
489,Spacious master in charming 2/2,78751,1,70,2,7,0
490,Modern Upstairs Retreat #1 with Private Bathroom,78729,1,52,2,54,0
491,East Austin Tiny Loft House,78702,0,72,14,109,0
492,"Modern, Lofted Cottage with Custom Woodwork in Central Atx",78702,0,161,1,481,264
493,(MOTO GP) New Home in East Austin,78724,0,121,2,2,0
494,"SXSW, pool, friendly hostesses!",78704,1,179,2,3,0
495,Quiet Studio in North University,78705,0,139,1,80,349
496,Tiny House Downtown in Walkable Location!,78703,0,94,2,371,56
497,3BR/3BA East Downtown House,78702,0,975,3,5,89
498,Lovely Clarksville Neighborhood Home near Downtown,78703,0,557,2,64,124
499,Sweet Central Suite!,78703,0,81,30,198,0
500,Bouldin Creek Bungalow - Executive Rental!,78704,0,425,6,11,328
501,ACL 700sf Apt on South Lamar 78704,78704,0,123,2,3,0
502,"Safe Haven. Work, Child & Dog Friendly. Private Fenced Yard.",78704,0,205,1,149,126
503,Private Master Room - Queen Bed and Private Bath,78744,1,120,2,5,85
504,"Green Bungalow! Great location, Walk Downtown!",78702,0,104,5,70,19
505,"Visit SoCo from a Spacious, Southern Luxury Home",78704,0,446,2,88,342
506,"Huge 4 bedroom house, walk Downtown!",78702,0,400,3,31,188
507,ACL | E 11th Modern Home | Eastside Artistic,78702,0,590,2,2,0
508,"Granny's House, East Downtown, 2/1",78722,0,165,2,57,108
509,Modern Upstairs Retreat #2 with Private Bath,78729,1,50,2,49,0
510,"Modern luxury,  just a short drive from Downtown!",78729,0,385,2,18,0
511,Modern East ATX 2/2 Bungalow,78702,0,300,3,17,35
512,3br House South Congress 2 queen size beds SOCO,78745,0,80,30,12,7
513,Master bed and bath in lovely home,78745,1,100,30,1,0
514,Sweet South Austin Modern Home,78704,0,525,3,21,362
515,Spacious & Charming in Downtown ATX,78702,0,375,2,279,279
516,LEASE: Gorgeous 2-Home Compound,78704,0,5000,30,0,365
517,Modern Zen Oasis - Loft in the Canopy,78702,1,95,2,26,0
518,Modern loft in the heart of E 6th,78702,0,479,10,1,285
519,Beautiful Northwest Hills duplex,78731,0,186,2,67,303
520,Luxury Apartment - Right in the Heart of SoCo,78704,0,116,3,147,113
521,Renovated Eastside Mid-Century Duplex,78722,0,152,5,156,69
522,Peaceful Bungalow with Fenced Yard near Shops and Cafes,78704,0,200,1,245,100
523,Ridgeview Austin Texas,78704,0,2200,3,2,364
524,"Private room, mins from Zilker and the greenbelt",78746,1,102,3,2,0
525,Private loft available for SXSW,78722,0,700,2,0,0
526,Private Zilker Studio with Free Bike Rental,78704,0,101,2,178,0
527,Austin Waterfront Retreat,78746,0,1200,3,5,0
528,2 Bdrm House. 10 min South of Dwntn,78745,0,332,3,0,0
529,Lake View with Hot Tub,78759,0,339,30,144,0
530,Central Austin Urban Cottage-SXSW,78756,0,200,3,1,0
531,Comfortable Central Apartment with Unique Austin Vibe Perfect for Long-term Stays,78703,0,175,1,456,233
532,Cute Cottage Near Downtown & UT,78731,0,279,90,74,0
533,21st-Century Granny Flat in Heart of East Austin,78702,0,85,1,633,18
534,Walk to 6th or S Congress! Studio,78741,0,500,1,0,0
535,"Studio loft w/ private entry, balcony, full bath",78702,0,120,2,43,325
536,Austin's Downtown Speakeasy Hotel,78701,0,243,1,152,288
537,Modern S. Austin home 3 bed/2 bath,78745,0,400,3,2,365
538,Sunny&Stunning East Austin/Downtown,78702,0,459,2,52,0
539,1920's East Austin Cottage,78702,0,101,1,235,153
540,East Austin clean/cozy/modern,78702,0,400,4,3,0
541,Room w Queen Bed,78702,1,164,2,0,0
542,Modern Condo for SXSW 2016!!!,78703,0,750,5,0,365
543,Luxury Downtown Austin Apartment,78701,0,175,1,35,0
544,Craftsman Luxury by Downtown!,78703,0,129,1,12,0
545,Nice House in Great Hills!,78759,1,99,1,0,0
546,Mid Century Modern Sanctuary,78741,0,290,4,63,0
547,SOUTH AUSTIN HOME/3 Bed/Sleeps 6,78748,0,300,4,0,0
548,##Private Room- 10 mins to Downtown,78752,1,44,1,272,6
549,Peaceful Hill Country Escape For 5+,78736,0,345,2,23,357
550,"Clean Quiet Haven with Huge Fenced Yard, Fast Internet",78704,0,206,1,102,160
551,Best Location in Austin!,78704,0,1200,1,0,0
552,Perfect SXSW 2 Bed/2 Bath Rental,78703,0,700,1,0,0
553,Sweet East Austin Suite,78702,0,105,2,253,40
554,!!!Central Austin- 3bed 2bath house - sleep 6+,78752,0,299,2,51,12
555,SXSW fun big  4BR/3BA Austin House.  Sleeps 8!,78746,0,1500,1,0,0
556,Cute Cottage Minutes from Downtown,78704,0,200,1,0,0
557,SXSW House only 10 mins to Downtown,78746,0,2500,5,0,0
558,SXSW-Central/close to transit,78752,0,500,4,0,0
559,3/2 SXSW Condo in Central Austin,78704,0,400,2,2,0
560,"Walk to SoCo from a Stylish, Sunny, Mid-Century Retreat",78704,0,197,1,137,115
561,South Austin SoCo Cottage - Walk to S Congress,78704,0,92,2,460,59
562,Cozy 2 bdrm in Clarksville for SXSW,78703,0,475,5,0,0
563,Modern Zen Oasis - Bedroom 1,78702,1,85,2,14,0
564,Large Eastside House sleeps 6,78702,0,600,2,9,0
565,Willow St Wungalow: East Austin,78702,0,1000,2,9,0
566,Great location downtown for SXSW!,78704,0,2000,4,0,0
567,SWSX PERFECT Uptown Duplex,78704,0,200,1,6,0
568,Modern Waterfront Apartment with Panoramic Lake Views,78731,0,193,7,119,66
569,2BR/2Bth condo lux bldg heatd pool gym 2 car gar,78701,0,289,180,3,180
570,3 bedroom Austin House,78749,0,750,1,0,0
571,Great SXSW condo- walk to Downtown!,78741,0,490,1,1,365
572,Private Summer Bedroom w/BR,78703,1,150,2,1,0
573,Charming vintage cottage for SXSW,78702,0,350,7,0,0
574,Cozy bedroom for rent.,78745,1,39,1,54,0
575,Hyde Park Studio for SXSW,78751,0,125,2,0,0
576,Spacious East Side Haven,78724,0,400,3,0,365
577,SXSW Home,78702,0,275,3,7,0
578,Centrally Located Apartment with Kitchen & Laundry,78757,0,97,2,152,274
579,East Austin home walkable/bikeable to SXSW!,78702,0,475,1,1,0
580,SXSW House in Clarksville - 1 mile from downtown,78703,0,1100,3,0,0
581,SXSW,78721,0,900,1,0,0
582,Luxery Apt on Town Lake,78741,1,267,1,0,0
583,Studio apartment @ Barton Springs/Zilker Park,78704,0,68,5,2,24
584,Penthouse Lake View Near Downtown,78753,0,900,1,1,0
585,Best House Ever!,78749,1,135,2,0,0
586,So. Austin 2/1 w private bath,78745,1,189,1,0,0
587,Beautiful Farmhouse Cottage in Central Austin,78757,0,179,3,27,0
588,Central Home for SXSW,78703,0,2000,1,0,0
589,"Private, spacious suite in Pemberton Heights!",78703,1,132,1,129,52
590,Bungalow in the Heart of South Austin,78704,0,174,30,165,14
591,Charming 1BD for SXSW,78752,1,200,1,0,0
592,stunning,78704,1,333,1,0,0
593,"Charming, Newly Updated Craftsman-Style Home Located in Austin's SoCo District",78704,0,150,2,249,0
594,Hill Country Home Next To Downtown,78746,0,875,1,0,0
595,Stay in Texas Hill Country,78734,1,72,2,19,0
596,Charming Studio Apartment (OL-2016046974),78722,0,125,2,27,196
597,Apartment available for SXSW,78701,0,850,1,0,0
598,Fab Room Downtown where AIRBNB CEO stays!,78703,1,109,2,45,355
599,"Spacious House, Great Neighborhood",78745,0,150,2,3,0
600,"Cute house, 1 block to bus downtown",78721,0,93,3,3,0
601,Bright & Stylish North Central with Pool,78757,0,67,90,13,266
602,Beautiful Central Austin Home!,78731,0,233,2,172,341
603,Artisan's Retreat (home & studio),78733,0,195,3,14,258
604,"House for 2, 10 min walk to SXSW",78704,0,135,1,1,0
605,Home Away from Home 20 Min from DT,78728,0,550,2,0,0
606,Cozy 2 BD near downtown,78702,0,400,3,0,0
607,The Silver Screen Cinema Suite,78701,0,481,1,186,193
608,SXSW Zilker Neighborhood Bungalow,78704,0,349,1,16,365
609,Stay w/ Friendly Dogs in Austin Artist Home,78754,1,50,1,316,30
610,Beautiful Golf Course Home,78738,1,95,1,0,365
611,"Cute house, perfect for SXSW",78701,0,400,1,0,0
612,Charming Travis Heights 3 BR Bungalow Walk to SoCo,78704,0,400,3,0,0
613,House Overview,78705,0,1200,1,0,0
614,Serene setting in home on NW Hills Greenbelt,78759,1,40,30,31,10
615,SXSW Apt. in Hyde Park,78751,0,350,1,0,0
616,Perfect for Couples or Small Groups + Private Gym,78748,0,125,4,1,14
617,Bouldin Creek Cottage - MINIMUM 3 MONTH RENTAL,78704,0,120,30,9,364
618,East Austin Airstream-Walk to 6th,78702,0,95,3,173,103
619,Large room minutes from downtown,78741,1,40,1,17,0
620,Charming  House in South Central Austin,78745,0,207,2,5,0
621,2bed/2bath *4 MILES* from Downtown!,78704,0,300,1,1,0
622,West Austin condo for SXSW,78703,0,375,7,0,0
623,Heart of South Austin - 78704,78704,0,165,90,2,320
624,SXSW Rental - House - Sleeps 12+,78737,0,2500,1,0,0
625,SxSW  Modern TXstone house&lots charm!,78703,0,470,3,116,232
626,HUGE Hyde Park Bedroom for SXSW,78705,1,200,1,0,0
627,SOUTH AUSTIN ARTIST PAD,78704,0,125,3,1,0
628,West Campus Co-op Perfect for SXSW!,78705,2,120,1,1,0
629,ACL Perfection: Modern 1/1 Walk to Shows!,78703,0,550,3,0,0
630,"Secret Eastside Garden Bungalow, Walk to E. 6th",78702,0,175,3,4,197
631,Gorgeous Bungalow in Hip South ATX,78704,0,160,2,26,0
632,CHARMING CENTRAL HOUSE FOR SXSW,78752,0,250,4,0,0
633,"""Cabin on Campus"" for SXSW",78705,1,300,1,0,0
634,Hip and Happy Home in SE Austin,78741,1,91,1,8,0
635,Amaze East Side Bungalow w Beautiful Outdoor Space,78702,0,250,3,1,167
636,Downtown/Rainey St Luxury Apartment,78701,0,1000,1,0,0
637,Rainey St. Luxury Apartment,78701,0,1000,1,0,0
638,East / Downtown home for SXSW,78722,0,500,1,0,0
639,Great Space for Exploring Austin,78753,1,159,2,24,0
640,Treetop Cottage,78736,0,150,2,44,198
641,SXSW - Only 15 minutes via train!,78757,0,300,1,0,0
642,SOUTH CENTRAL HOUSE AVAIL. FOR SXSW,78745,0,420,1,0,0
643,Comfortable & Clean abode for SXSW,78723,0,500,1,0,0
644,5 minutes from all the fun guys!,78722,0,225,1,0,0
645,East Austin SXSW,78702,0,650,3,1,0
646,SXSW PAD !!! GET IT FAST!!!,78751,0,775,1,0,0
647,Eastside Tiny Cottage & Cat Haven Near Downtown,78702,0,120,2,133,0
648,Modern 3 Bedroom Home 5 min from downtown,78723,0,450,2,126,175
649,Unique Zilker condo w loft for SXSW,78704,0,450,4,0,365
650,Cozy nook 5 miles from DT SXSW,78702,1,100,2,0,0
651,"Eastside Spartan - Near Downtown,UT",78702,0,81,1,586,358
652,Room Downtown for SXSW!,78702,1,100,1,1,0
653,SXSW! Private apartment for rent,78723,1,200,1,0,0
654,"Private Room w/ Bath, Easy Commute",78705,1,115,2,2,0
655,"Comfortable, Convenient- SXSW!",78703,1,175,2,0,0
656,SXSW 2608 W. 8th St.  - 2 BDRM,78703,0,400,1,0,0
657,"Cozy, Furnished Room on Busline",78751,1,200,1,0,0
658,SXSW HOME RENTAL CLOSE TO DOWNTOWN,78702,0,1028,1,0,0
659,Cozy CENTRAL Private Condo (1Bed/B),78705,0,187,2,19,83
660,Townhome in Hyde Park,78751,0,200,1,1,0
661,Bouldin Avenue Studio,78704,0,150,3,203,161
662,N Cat Mtn retreat,78731,1,225,1,0,0
663,2 Bdr Quiet by Downtown Jan 25th on,78741,0,165,28,0,0
664,ACL COZY BEDROOM NEAR DOWNTOWN!,78745,1,110,1,34,365
665,ACL Fest Stay in eclectic Austin home,78752,0,180,2,16,0
666,Garden Cottage in East Austin,78723,0,79,1,853,290
667,#SWSW-one exit away!! Book ASAP.,78741,0,300,1,0,0
668,Fantastic 2br Full House in Soco!,78704,0,227,2,19,0
669,"Quiet, Comfortable, Great Location- 30 nights min.",78704,0,83,30,20,280
670,Hip Condo In South Austin!,78704,0,82,3,37,249
671,FREE HOUSING FOR TICKETS JAYZ/KANYE,78735,1,70,1,0,0
672,Private Guest Room in Lovely Townhome,78723,1,120,3,10,0
673,"3/3 Ultra Lux Home, Private, Central, Hyde Park",78751,0,499,2,10,0
674,The Purple Room,78722,0,99,2,382,334
675,Amazing East Austin Location,78702,1,57,2,0,40
676,Artisan's Studio Apartment,78733,0,119,3,38,262
677,3 Story House Over Lake Austin,78734,0,5000,3,129,180
678,"Charming Bottom Floor, 2 Bedroom 2 Bath Condo",78757,0,70,30,22,293
679,Luxury Home! 5 Blocks to E 6th. Walk Downtown!,78702,0,516,3,143,43
680,2 Bedroom 2 Bath Condo Near DWTN/UT,78705,0,95,2,102,136
681,SoLa/Soco/downtown convenience,78704,0,161,2,183,0
682,"""The Westrock"" 3/2 in Barton Hills!",78704,0,246,4,41,142
683,Charming 2BR house in East Austin.,78721,0,129,2,68,38
684,"Charming, updated condo",78759,0,150,2,89,113
685,Central East Austin Cottage 78722,78722,0,500,2,0,0
686,BRYKERWOODS COTTAGE,78703,0,120,7,11,258
687,Comfortable Condo  (walkable area),78757,0,75,28,32,37
688,"Treetops remodeled 2/1 in Barton Hills, king bed",78704,0,269,3,102,235
689,2/1 with awesome patio near Zilker,78704,0,170,3,55,278
690,◇South Austin Private room◇,78739,1,59,7,34,81
691,ACL Austin Sanctuary,78703,0,150,2,227,206
692,ACL Austin Treehouse,78703,0,165,2,64,100
693,Happy Camper,78702,0,53,2,509,69
694,Zilker Getaway: Saltwater Pool and Walk to ACL,78704,0,1643,2,10,249
695,★ Mid-Century Modern near SoCo + DT ★,78704,0,203,1,173,93
696,"Bouldin Modern (SXSW,ACL,downtown)",78704,0,500,3,6,0
697,Modern Bungalow + Guest House in East Downtown,78702,0,586,2,47,206
698,Clarksville Treehouse.,78703,0,389,2,0,178
699,Kick Back on the Inky Velvet Couch at an Eastside Treehouse,78702,0,593,3,94,324
700,Downtown Rock Royalty Hotel Suite,78701,0,581,1,149,291
701,"2 blks to Park, Springs, River, Trails, 2 mi to DT",78704,0,149,3,84,206
702,Three-bedroom house in Mueller,78723,0,200,2,3,0
703,"Accessible Duplex Walking Distance to Park, Springs & Trails",78704,0,202,3,86,138
704,◇South Austin Private room2◇,78739,1,59,30,35,267
705,Perfectly Located 2/2 - S. Austin,78704,0,164,2,91,329
706,"Duplex by Park, Springs, Trails, River; 2 mi to DT",78704,0,205,3,88,188
707,"East Austin Guest Room, Dog Friendly!",78741,1,60,1,8,0
708,"Zilker, Downtown Austin view",78704,0,200,2,18,320
709,Spacious 4/3 in Central Austin,78756,0,411,3,16,362
710,Retro Central Austin Suite,78703,1,48,30,138,0
711,Spacious 3BR Home - close to Downtown/ACL/SXSW,78704,0,275,3,55,1
712,The Littlefields by Lodgewell | Updated Loft  | A5,78701,0,250,1,142,179
713,The Littlefields by Lodgewell | Modern Loft | B6,78701,0,191,1,172,178
714,Stylish Austin Flat for Rent,78723,0,109,3,4,89
715,Tranquil South Austin Gem for Families -Big Yard,78745,0,296,30,45,54
716,The Littlefields by Lodgewell | Trio of Balconies,78701,0,357,1,133,150
717,Home in HEART of SOCO! 1 block to all the action!,78704,0,600,2,47,220
718,Spacious Apt. on S. Lamar,78704,0,250,2,1,0
719,South Congress Escape,78704,0,164,2,59,75
720,perfect south lamar suite! 78704,78704,1,105,30,4,345
721,FENCED BACKYARD! DOWNTOWN AUSTIN-2 BLOCKS TO 6thST,78703,0,124,1,259,341
722,ALL *WATER* RECREATION right HERE! SUP/KAYAK/SWIM,78704,0,3200,3,4,348
723,Modern Downtown Austin Condo for 2!,78701,0,180,30,35,23
724,The Traveler 2/1 w/ private hot tub,78704,0,155,3,107,244
725,2 bedrm Private Pool on Lake Travis,78732,0,149,1,284,0
726,Sunny 1 BR Apt in Travis Heights,78704,0,59,31,28,0
727,1Br/1Ba on Greenbelt; Close to DT,78735,0,89,5,0,0
728,Gorgeous Central Austin Bungalow,78756,0,349,2,22,14
729,Private Studio off South Congress!,78704,0,94,3,20,72
730,Explore Downtown Austin from a Designer Condo,78703,0,226,2,95,337
731,Explore the Heart of Austin from an Airy Studio,78705,0,108,2,43,0
732,The Norwalk by Lodgewell >>Tarrytown Vintage Vibes,78703,0,160,1,87,161
733,The Littlefields by Lodgewell | Work From Home! B3,78701,0,198,1,163,150
734,"Stylish, Quiet Retreat. Yard and Fiber Internet",78704,0,198,1,115,71
735,Stroll to the River from a Serene Home in Holly,78702,0,130,1,465,243
736,Country living near the City,78737,0,135,7,13,241
737,Monet's Cottage (main home),78733,0,129,3,10,271
738,Roadside Attraction: Walk Downtown,78702,0,53,2,447,77
739,Modern remodeled house with pool,78741,0,600,3,10,213
740,Tiny garden cottage,78702,0,125,3,179,156
741,"Cozy Studio 2blks from Park, Springs; 2 mi to DT!",78704,0,122,3,77,202
